,has_issues,stargazers_count,forks,size,has_downloads,archived,has_projects,has_wiki,open_issues_count,has_pages
238,0,32146,0.28273346491772655,-0.29002097292918416,1,0,1,1,-0.3739189885677833,1
525,1,21621,0.3366679782295222,-0.002459421243087262,1,0,1,0,0.46831905428383613,0
458,1,23444,-0.6027466774641369,-0.29575554576062085,1,0,1,1,-0.36547785005368016,0
274,1,30331,0.0989320645161036,0.24917257017848174,1,0,1,0,2.094645074667698,0
907,1,16171,-0.26071970238368347,-0.3181456598226663,0,0,0,0,-0.41987629825567785,0
639,1,19843,-0.40688620897560135,-0.31745378560634446,1,1,1,0,-0.3711052757297489,0
35,1,84730,0.29823798102947124,-0.3106255193021837,1,0,1,0,-0.2182268781965485,0
846,1,16771,-0.41165682931767666,1.1559588844179325,1,0,1,1,-0.01470164957872956,0
786,1,17535,-0.56352157687374,-0.3115994653143906,1,0,1,1,-0.34484395590809486,1
820,1,17014,-0.5806162997661765,-0.29751450290288517,1,0,1,1,-0.38892545703729986,0
179,1,38034,-0.08765219775172993,-0.31693487994410313,1,0,1,1,-0.366415754333025,0
1,0,257107,2.0314308547517688,0.16886726210094333,1,0,0,0,15.339729307574792,0
490,1,22597,-0.2160613952925898,-0.29679601813978174,1,0,1,0,-0.0006330853885577424,1
690,1,18891,-0.6426343642131552,-0.312267390038609,1,0,1,1,-0.2491777194149265,0
453,1,23555,-0.03756068415993939,-0.28009523897964417,1,0,1,1,-0.361726232936301,0
325,1,27420,0.46322193452624166,-0.15535031777681943,1,0,1,0,-0.26324628360509833,0
942,1,15808,-0.5333076480405965,-0.3169641515455629,1,0,0,1,-0.348595573025474,0
31,1,89608,0.5228546888021828,-0.31228069531199976,1,0,1,0,-0.242612389459513,0
85,1,53522,0.49303831166421225,-0.2790015455069201,1,0,1,0,-0.23698496378344425,1
135,1,43564,-0.30047487190097755,-0.06284141294523532,1,0,1,1,-0.06816219350138246,1
711,1,18524,-0.37561214228866335,-0.31587844123687325,1,0,1,1,-0.39642869127205815,1
412,1,24556,0.16929871456171414,-0.29018063620987383,1,0,1,0,-0.41518677685895394,0
965,1,15607,-0.6985566360008156,-0.2175524708788295,1,0,0,0,-0.41237306402091956,1
225,1,33153,0.564332582331893,-0.3028525785872758,1,0,0,1,-0.3701673714504041,0
214,1,33866,-0.1447671246249091,-0.30743225368839067,1,0,1,1,-0.3251479660418543,0
196,1,36192,0.7693367398094061,-0.2269007559632086,1,0,1,1,-0.3410923387907157,0
656,1,19681,-0.1438395040028389,2.2930781084349525,1,0,1,1,0.07721296979705965,1
18,0,112488,4.148791183242851,8.39496696131686,1,0,1,0,-0.12256064170338016,0
984,1,15431,-0.14993529666215732,-0.017497041229374278,1,0,1,1,-0.29232131626478675,0
145,1,42078,0.03187834526360093,-0.3098325250080918,1,0,1,0,-0.42269001109371224,0
162,1,39821,-0.163319537066313,-0.07557722063491319,1,0,0,0,0.4092310846851145,0
677,1,19233,-0.26946583967748816,-0.31559903049566634,1,0,1,1,-0.2754390392365806,0
577,1,20716,-0.25356377187057055,-0.2906676092159773,1,0,1,1,0.050951649975405584,0
301,1,28907,-0.3100161125851281,1.8032790622633086,1,0,1,1,0.29386885832570564,1
152,1,40698,0.4254545234848123,-0.2623273768935641,0,0,1,1,0.3332608380581867,0
789,1,17452,0.37827838899095667,0.040926414229647386,1,0,1,1,-0.40674563834485084,1
72,1,55375,0.25265205331630736,1.3928912097973407,1,0,1,0,6.488726623398029,0
455,1,23524,-0.5197908904047166,-0.30811880579535617,1,0,1,1,-0.3748568928471281,0
742,1,18137,-0.3369171106251638,-0.17582447247058908,1,0,0,0,-0.3861117441992655,1
224,1,33332,-0.20386980997395296,-0.3106760793410688,1,0,1,1,-0.38329803136123114,0
990,1,15361,-0.5448366472006119,-0.22623017018431207,1,0,1,1,-0.40674563834485084,0
806,1,17267,-0.7140611521125603,-0.3125920387093446,1,0,0,0,-0.3326512002766126,0
126,1,44578,1.0535862018580586,0.2317772557473442,1,0,1,1,-0.33640281739399175,1
266,1,30750,-0.14914019327181144,-0.18332066349896822,0,0,1,0,0.20945747318467473,1
200,0,35772,-0.1019640587779558,-0.3129725695283216,1,0,0,0,-0.39736659555140297,1
741,1,18142,0.24350836432732972,-0.17676382477197985,1,0,1,1,-0.34390605162875004,0
138,1,42958,3.174657012837422,0.1272350616611167,1,0,1,1,0.7421871038525142,1
957,1,15653,0.6136289925333376,-0.02181327191735119,1,0,1,1,-0.26793580500182224,1
927,1,15907,0.051888447253972285,-0.2534953364167482,1,0,1,1,-0.40018030838943736,0
207,0,35117,0.1952720919796796,-0.31707591584204564,1,0,0,0,-0.4245658196524018,0
854,1,16705,0.3705923895509465,-0.3043480913164022,1,0,1,1,-0.39173916987533425,1
340,1,26826,-0.044981649136500955,-0.30944667207975846,1,0,1,0,0.7825169878643401,0
881,1,16375,-0.18531739753254906,-0.19965953922287588,1,0,1,1,-0.41987629825567785,0
869,1,16557,-0.4541948607011813,0.17100675006218466,1,0,1,1,-0.2182268781965485,0
65,1,58133,-0.10514447233933932,-0.31161010953310325,1,0,1,1,-0.392677074154679,0
273,1,30398,-0.47327734206948247,-0.2986055353209311,1,0,1,1,-0.15163567436306857,1
802,1,17289,-0.5901575404503271,0.08843156234417504,1,0,1,1,-0.37673270140581766,1
431,1,24108,-0.23421625603882076,-0.318752380289287,1,0,1,1,-0.11974692886534578,0
985,1,15426,0.16081761173135806,0.06431442379600318,1,0,1,1,-0.30732778473430333,0
795,1,17377,-0.5848568511813546,-0.2646797492290583,1,0,1,1,0.030317755829820252,0
822,1,16981,-0.5708100246185773,-0.15993797604196874,1,0,0,1,-0.2416744851801682,1
521,1,21670,-0.10169902431450717,-0.30451839881580456,1,0,0,1,-0.3035761676169242,1
396,1,24910,-0.21155580941396313,-0.2817025160052533,1,0,1,1,-0.39080126559598943,1
987,1,15386,-0.5399335096268122,-0.2501876454517943,1,0,0,0,-0.01470164957872956,0
353,1,26280,0.38198887147923744,-0.27233294248344897,1,0,1,0,-0.361726232936301,1
313,1,28068,0.2640485352445983,-0.3183292725954594,1,0,1,1,0.3191922738680149,0
350,1,26418,-0.1019640587779558,-0.29157768991590827,1,0,1,1,-0.4039319255068165,0
376,1,25539,-0.523368855661273,-0.31054834871651704,1,0,0,0,-0.3589125200982667,0
883,1,16338,-0.5333076480405965,-0.28987993703124165,1,0,0,1,-0.4189383939763331,1
356,1,26196,-0.293053906924416,-0.06694742031363753,1,0,0,0,-0.3645399457743354,1
685,0,18990,0.539419342767722,0.012626097727406648,1,0,1,0,0.4092310846851145,0
768,1,17770,-0.5567631980558,-0.31052706027909177,1,0,0,1,-0.41424887257960913,1
759,0,17898,-0.08871233560552444,0.30895050246868727,1,0,0,0,-0.42362791537305705,0
327,1,27397,0.06301989471881463,-0.31623768361842497,1,0,1,1,-0.2782527520746149,0
775,1,17655,-0.41470472564733585,-0.2824343060417476,1,0,1,1,-0.38423593564057595,0
271,1,30603,0.8139950469004997,-0.31366976585399975,1,0,1,1,-0.4011182126687821,0
732,1,18268,0.41737097234962917,0.37361945325735246,1,0,0,0,-0.3936149784340238,0
912,1,16116,-0.11905878167039224,0.19021158167447158,1,0,0,1,0.058454884210163885,0
708,1,18561,-0.355602040298292,-0.2442508324648174,1,0,1,0,-0.29794874194085547,0
655,1,19685,-0.5966508848048184,-0.3036375897173333,1,0,1,1,-0.4086214469035404,0
669,1,19443,-0.6390563989565988,-0.3005826989468046,1,0,1,1,0.2028921432292612,1
720,1,18444,-0.5400660268585366,-0.23360395269749581,1,0,0,0,-0.17039375994996434,0
324,1,27440,-0.024043926524059404,-0.2945820206475519,1,0,0,0,-0.3542229987015427,0
440,1,23814,-0.57703833450962,-0.040568385289028924,1,0,1,0,-0.3514092858635084,1
646,1,19748,-0.18651005261806786,-0.19979259195678392,1,0,1,1,0.5058352254576277,0
231,1,32635,-0.5655093353496047,-0.2594427936224378,1,0,0,1,-0.41518677685895394,0
374,0,25629,-0.08195395678758445,1.8497490601080315,0,0,1,1,-0.3260858703211991,0
118,1,46571,1.5188542024421239,0.20376965525970117,1,0,1,1,1.591928380938892,0
539,1,21447,-0.12396191924419185,-0.3166315197107928,1,0,1,1,-0.2097857396824454,0
486,1,22633,0.1572396464748016,-0.1453314469135438,1,0,0,0,-0.039087160841694044,1
326,1,27406,-0.47473503161844993,0.11941422196200192,1,0,1,1,0.19914052611188204,0
738,1,18159,-0.31505176739065205,-0.12230534078341787,1,0,1,1,-0.08504447052958865,0
811,1,17125,-0.5240314418198946,-0.3179833354872985,1,0,0,0,-0.3851738399199207,0
68,1,56208,-0.46320603245843467,-0.0866312417679934,1,0,1,1,-0.17602118562603306,0
868,1,16558,-0.22334984303742705,-0.3060112504902528,1,0,1,0,-0.3345270088353022,0
645,1,19765,-0.554642922348211,-0.3172355791227353,1,0,1,1,-0.4245658196524018,0
644,1,19791,-0.227987946147778,-0.20551385951482978,1,0,1,0,-0.049404107914486704,0
944,1,15750,-0.2599245989933376,-0.2788498653902649,1,0,1,0,-0.0737896191774512,0
141,1,42432,-0.10832488590072285,-0.09621369966405065,1,0,1,1,-0.3026382633375794,0
456,1,23505,-0.4466413784928954,-0.12828739169992348,1,0,0,0,-0.3692294671710593,0
279,1,29916,-0.5036237881343503,-0.31851820747760884,1,0,1,1,-0.30076245477888985,0
171,1,38685,1.3778558678874542,-0.013957838507420333,1,0,1,0,-0.37860850996450723,0
98,1,50403,0.24774891574250776,-0.3181855756428387,1,0,1,1,-0.32139634892447516,0
774,1,17660,-0.5522576121771734,-0.278173957502012,1,0,1,1,-0.23135753810737553,0
971,1,15551,-0.03623551184269626,-0.29921491684222995,1,0,1,0,-0.40486982978616126,0
817,0,17047,-0.0024436177529962894,0.4656813009030056,1,0,1,0,0.00687014884620056,0
699,1,18734,-0.13204547037937497,-0.2878575354758394,1,0,1,1,-0.4245658196524018,1
390,1,25064,-0.010527168888179419,-0.3178795543548502,1,0,1,1,-0.4086214469035404,1
69,0,56080,0.3998786977620198,1.4810253407380285,1,0,0,0,-0.0953614176023813,0
943,0,15750,-0.41139179485422805,-0.21248316171693307,0,1,1,1,-0.14131872729027592,0
494,1,22517,0.20547591882245173,-0.29393804541543694,0,0,0,0,-0.26324628360509833,1
359,1,26089,0.1465057507051322,-0.31602746029885026,1,0,1,1,-0.3898633613166447,1
931,1,15882,-0.6968339119883995,-0.3076158664611838,1,0,1,1,-0.25855676220837437,0
418,1,24396,-0.08791723221517855,-0.3072433188062413,1,0,1,0,-0.12537435454141452,0
815,1,17087,-0.688617843621492,-0.30692399224486194,1,0,1,1,-0.2857559863093732,0
862,1,16620,-0.4374976895039178,-0.20524509299233554,1,0,0,1,-0.35797461581892187,0
236,1,32184,0.1779123346237945,-0.2796801144498511,1,0,1,1,-0.24355029373885778,0
989,1,15361,-0.6939185328904646,-0.3131641654651492,1,0,1,1,-0.39080126559598943,0
531,1,21546,-0.21195336110913607,-0.29313706795731054,1,0,1,1,-0.0653484806633481,1
241,1,31781,-0.10090392092416128,-0.16757786402296856,0,0,0,1,-0.0719138106187616,0
933,1,15875,-0.2894759416678595,-0.31379749647855143,1,0,0,0,-0.33640281739399175,0
951,1,15694,-0.6242144690034757,-0.310580281372655,1,0,1,1,-0.2810664649126493,1
894,1,16262,-0.7348663574932776,-0.31538614612141347,1,0,1,0,-0.3701673714504041,0
652,1,19702,-0.5082618912447012,-0.31623236150906864,1,0,0,1,-0.4095593511828852,0
961,1,15631,-0.2531662201753976,-0.31887744985916056,1,0,1,1,-0.4095593511828852,0
587,1,20605,-0.4376302067356421,4.049773354222843,1,0,1,1,3.6168637200442886,0
347,1,26566,-0.3275083871727375,0.026423666233670703,1,0,1,1,0.6202595475376919,0
528,1,21598,-0.5350303720530126,-0.290579794411598,1,0,1,1,-0.21541316535851415,1
952,1,15690,-0.3622279018845077,-0.3045503314719425,1,0,1,1,-0.3945528827133686,0
42,1,73483,1.7617582881927907,0.4647579149296837,1,0,1,0,1.7879503753219526,0
154,1,40635,-0.5425838542612985,-0.3182946788846433,1,0,1,1,-0.35516090298088754,0
186,1,37113,0.1719490591962004,-0.3156283020971261,1,0,1,0,-0.37673270140581766,1
248,1,31495,-0.5021660985853829,-0.29207796819540255,1,0,1,1,0.39141090337756357,0
596,1,20451,-0.17564363961667415,-0.2993692580135633,1,0,1,1,-0.3983044998307478,1
492,1,22571,-0.5476195090668224,-0.3117937223058963,1,0,1,1,-0.41518677685895394,0
891,1,16299,-0.6694028450214666,-0.3185261906416433,1,0,0,0,-0.42269001109371224,0
522,1,21656,-0.40701872620732565,-0.2640889950905066,1,0,1,1,-0.2716874221192014,0
826,1,16939,-0.6798717063276873,-0.2867904525498969,1,0,1,1,0.033131468667854616,0
101,1,50103,0.8904574896054287,-0.10972387426507334,1,0,1,1,1.3818378223656596,1
603,1,20330,-0.48109585874121696,-0.22542387061682934,1,0,1,1,0.3857834777014948,1
67,1,56381,1.2654812553852364,-0.27706961981057526,1,0,1,1,0.1813203448043311,1
723,1,18406,-0.7190968069180842,-0.2848425605254831,1,0,1,1,-0.39080126559598943,0
747,1,18038,-0.4624109290680888,-0.21981702840994438,1,0,1,0,0.15412112070333223,0
125,1,44692,0.19103154056450156,0.024105887608992595,1,0,1,1,-0.41518677685895394,1
477,1,22881,0.8196932878646452,-0.04939510365648849,1,0,1,1,-0.304514071896269,0
176,1,38132,0.1144365806278483,-0.3045157377611264,1,0,0,1,-0.28388017775068364,1
482,1,22678,-0.38422576235074374,-0.13332476820568198,1,0,1,1,-0.13662920589355196,1
718,1,18453,-0.3124014227561658,-0.10059911777365975,1,0,1,0,-0.3279616788798887,0
261,1,31054,-0.17643874300702003,-0.3163840416257238,1,0,1,0,-0.3185826360864408,0
451,1,23613,0.17221409365964901,1.5818074645640148,1,0,1,1,-0.42081420253502266,0
415,1,24452,-0.1126979545476252,-0.31680182721019506,1,0,1,1,-0.3251479660418543,0
216,1,33820,-0.20413484443740157,0.22266580452932141,1,0,0,0,3.380511841649402,0
662,1,19608,-0.043656476819257814,-0.27333083798775926,1,0,1,1,-0.003446798226592106,0
425,1,24237,-0.21460370574362234,-0.29251970327197724,1,0,1,1,-0.4029940212274717,1
752,1,17971,-0.3681911773121018,-0.2721998897495409,1,0,1,1,-0.4217521068143675,0
705,1,18644,-0.1973764656194616,-0.24297618727397835,1,0,1,1,-0.24636400657689214,1
174,1,38411,-0.5363555443702558,-0.25241760927209306,1,0,1,1,0.18976148331843418,0
433,1,24084,0.6997651931541414,1.144175734303036,1,0,1,1,0.04907584141671601,1
368,1,25839,-0.37852752138659823,-0.2923121410070807,1,1,1,0,-0.1957171754922736,0
237,1,32161,-0.42888406944183743,-0.2668671361745065,1,0,1,1,-0.19102765409554967,1
813,1,17116,-0.6099026079772498,-0.2937038726037588,1,0,1,0,-0.3636020414949906,0
706,1,18590,-0.4969979265481346,-0.08733908231238419,1,0,1,0,-0.08973399192631258,0
896,1,16253,-0.5494747503109628,-0.31735532658325255,1,0,1,1,-0.37673270140581766,0
284,1,29699,-0.13443078055041263,-0.11905087091202714,1,0,0,1,0.14755579074791872,0
523,1,21655,-0.5517275432502762,-0.315378162957379,1,0,1,1,-0.1328775887761728,0
48,1,70061,5.071111116044073,1.242586858410781,1,0,1,1,0.6849749428124822,0
184,1,37311,-0.3134615606099603,0.18383569466559815,1,0,1,1,-0.3270237746005439,0
252,1,31342,-0.554642922348211,0.6426680475474843,1,0,0,0,0.8988171185030938,1
631,1,19993,-0.6916657399511513,-0.2561005089466677,1,0,1,1,-0.24448819801820257,0
178,0,38113,2.0621748525118098,0.11574196650613994,1,0,0,0,-0.3645399457743354,0
480,1,22803,0.3770857339054378,-0.19364023354087603,1,0,1,1,-0.3945528827133686,1
865,1,16579,-0.2962343204857995,-0.12575938975567066,1,0,1,1,-0.2857559863093732,1
704,1,18705,-0.702929704647718,-0.29412964135226455,0,0,1,0,-0.2857559863093732,1
296,1,29112,-0.22507256704984313,-0.29524462326241396,1,0,1,1,-0.41049725546223,1
778,1,17618,-0.5264167519909322,-0.09100069354953352,0,0,0,0,-0.31295521041037205,0
116,1,47344,-0.23699911790503134,-0.3191595216550456,1,0,1,1,3.2069995499706163,0
709,1,18553,-0.684377292206314,-0.30048157886903454,1,0,0,0,-0.42269001109371224,1
791,1,17404,-0.6354784337000423,-0.2949279577557128,1,0,1,0,-0.4058077340655061,0
818,1,17035,0.0978719266623091,-0.058219160969269906,1,0,1,1,-0.41049725546223,0
318,1,27792,0.40146890454271156,0.3210795896917445,1,0,0,1,-0.4170625854176435,1
282,1,29830,0.5406119978532408,0.10652939521034704,1,0,1,0,-0.39642869127205815,1
726,1,18337,-0.5710750590820259,-0.18317696654634752,1,0,1,0,0.3679632963939439,1
164,1,39749,-0.42027044937975705,-0.12760083959295798,1,0,1,1,0.3501431150863929,0
435,1,23960,-0.4314018968445994,-0.309340229892632,1,0,0,1,-0.35234719014285315,0
203,1,35402,0.5277578263759823,-0.31440953905452845,1,0,1,0,-0.35797461581892187,0
173,1,38463,-0.3856834518997112,-0.010509111644523861,1,0,1,1,-0.1666421428325852,0
457,1,23453,-0.26310501255472113,-0.12162411078580869,1,0,1,1,0.3623358707178751,1
541,1,21416,1.1096409908774434,9.23092664424238,1,0,0,1,3.3842634587667813,0
345,1,26653,-0.49938323671917223,-0.3160700371737008,1,0,1,1,-0.37579479712647285,0
2,1,189256,4.816545513901667,-0.2904227921855865,1,0,0,1,-0.39642869127205815,1
185,1,37304,0.29147960221153124,-0.17246622146675006,1,0,0,0,-0.4039319255068165,0
479,1,22830,-0.4450511717122037,-0.276651834226104,1,0,0,0,-0.3851738399199207,0
558,1,20998,-0.3155818363175493,0.2763499216065386,1,0,0,0,0.712174166913481,0
621,1,20141,-0.6113602975262172,-0.30599794521686197,1,0,0,0,-0.3514092858635084,0
8,1,156124,10.441902000598779,1.561500956314969,1,0,1,0,3.310169020698543,0
622,1,20139,-0.3646132120555453,-0.2906569649972646,1,0,1,0,-0.13756711017289674,0
392,1,25027,-0.45114696437152213,-0.3051996288134137,1,0,1,1,-0.14038082301093113,1
890,1,16304,-0.418150173672168,-0.16608501234852033,1,0,1,1,-0.09629932188172609,1
63,1,59056,-0.19512367268014824,-0.280241596986943,1,0,1,1,-0.3335891045559574,0
364,1,25966,-0.05266764857651114,-0.30016757441701153,1,0,1,1,-0.3804843185231968,1
442,1,23798,-0.4842762723026005,-0.29500778939605765,1,0,0,0,-0.29794874194085547,1
372,1,25677,0.061694722401571485,-0.29458734275690823,1,0,1,1,-0.38892545703729986,1
722,1,18412,-0.6674150865456019,-0.3041378679968275,1,0,1,1,-0.16195262143586123,1
351,1,26386,-0.12356436754901891,0.6492621410399669,1,0,1,1,-0.4264416282110914,0
339,1,26866,0.28366108553979674,-0.31741919189552836,1,0,1,1,-0.3270237746005439,0
973,1,15528,-0.5184657180874734,-0.0924296799117059,1,0,0,0,-0.0578452464285898,1
402,1,24740,-0.7189642896863598,-0.28627154688765555,1,0,0,0,-0.2801285606333045,0
958,1,15653,-0.5555705429702812,-0.31825476306447087,1,0,1,1,-0.40768354262419565,0
222,1,33367,0.3191757036419128,-0.2616275195132078,1,0,1,1,1.4052854293492791,0
403,1,24722,-0.4989856850239993,-0.29245849901437954,1,0,0,1,-0.006260511064626469,1
308,1,28351,-0.026561753926821363,0.11912682805676054,1,0,1,1,-0.4011182126687821,1
680,1,19148,-0.04113864941649586,-0.2172597548642318,1,0,1,0,-0.42269001109371224,0
20,1,108379,3.1840657362898486,-0.28817420098254054,1,0,1,1,-0.37579479712647285,0
134,1,43690,-0.09666336950898326,-0.3123871374991262,1,0,0,0,-0.3401544345113709,0
855,1,16704,-0.3202199394279003,-0.1833765456472096,1,0,1,0,-0.16476633427389561,0
275,1,30000,0.45725865909864755,-0.16330953231919856,1,0,1,1,-0.17883489846406742,0
792,1,17401,-0.3729617976541771,-0.1843744411515199,1,0,1,1,-0.3260858703211991,0
647,1,19742,-0.0493547177834033,-0.07585130926676376,1,0,1,0,-0.40486982978616126,1
190,1,36789,-0.5799537136075549,-0.1682085339816927,1,0,1,1,0.02844194727113068,0
940,1,15852,-0.6100351252089741,-0.30390635623982754,1,0,0,0,-0.3542229987015427,0
785,1,17540,-0.44399103385840916,-0.31778907849579274,1,0,0,0,-0.34390605162875004,0
756,1,17938,-0.6813293958766549,-0.12995055087377402,1,0,1,1,0.02469033015375153,1
636,1,19893,-0.282054976691298,-0.31770126369141344,1,0,1,1,-0.38892545703729986,0
827,1,16925,-0.13390071162351538,0.10512169728559995,1,0,0,0,-0.348595573025474,0
877,1,16445,-0.4844087895343248,-0.3123099669134595,1,0,0,0,-0.23886077234213385,0
667,1,19493,-0.706772704367723,-0.29838732883732194,1,1,1,1,-0.2201026867552381,0
354,1,26250,-0.6613192938862834,-0.30725662407963206,1,0,1,0,-0.3410923387907157,0
496,1,22510,0.24920660529147523,-0.08002118194744182,0,0,1,0,0.08659201259050751,1
872,1,16498,-0.6226242622227839,-0.3135633236668733,1,0,1,1,0.8659904687260263,0
966,1,15602,-0.5428488887247471,-0.30415915643425284,1,0,1,1,0.3857834777014948,0
439,0,23829,0.35694311468334217,-0.31910630056148237,1,0,1,1,-0.4161246811382987,0
12,1,129475,4.749624311880889,-0.01286414503469622,1,0,1,1,-0.33734072167333656,1
728,1,18308,0.24191815754663798,-0.23299457117619696,1,0,1,1,0.14661788646857393,0
423,1,24274,-0.14622481417387653,0.1642450101249779,1,0,1,1,0.23759460156501835,0
132,1,43975,-0.36474572928726967,-0.015016938269328355,1,0,1,1,0.9982349721136413,0
597,1,20405,-0.6016865396103424,-0.31239778171783883,1,0,1,1,-0.41424887257960913,1
934,1,15869,-0.46916930788602873,-0.31684440408504566,1,1,0,0,-0.19008974981620488,0
29,1,91951,0.8444740101970919,-0.05520684707359181,1,0,1,0,0.7224911139862736,0
468,1,23039,-0.047764511002711535,-0.3009179918362529,1,0,0,1,-0.335464913114647,0
606,1,20265,-0.6695353622531909,-0.29243721057695427,1,0,0,0,-0.3983044998307478,0
305,1,28442,-0.41364458779354135,-0.31864327704748235,1,0,1,0,-0.39080126559598943,0
764,1,17794,-0.7033272563428908,-0.2576465817146792,1,0,1,0,-0.34484395590809486,0
489,0,22609,-0.04405402851443076,2.4286801327246734,1,0,0,0,-0.3945528827133686,0
527,1,21598,-0.5244289935150676,-0.23883824724943822,1,0,1,1,-0.16476633427389561,0
938,1,15861,-0.5735928864847879,0.8671333317597091,1,0,1,1,-0.1891518455368601,1
668,1,19474,0.11297889107888084,-0.07737609359734993,1,0,1,1,1.3424458426331785,0
866,1,16577,-0.7254576340408513,-0.28586972763125323,1,0,1,1,-0.3720431800090937,0
782,1,17583,-0.6459472950062631,-0.31286080523183885,1,0,1,1,-0.32327215748316473,0
245,1,31582,-0.395754761510759,-0.2977779473160231,1,0,1,1,0.08471620403181794,0
64,1,58301,0.23608739935076817,-0.17983202081589933,1,0,1,1,-0.14038082301093113,0
844,1,16785,-0.48162592766811424,-0.31627227732924107,1,0,1,1,-0.35516090298088754,0
630,1,20010,-0.08142388786068719,-0.295130197911253,1,0,1,1,-0.20790993112375583,1
886,1,16328,-0.5348978548212883,-0.3029324102276207,1,0,1,0,-0.3542229987015427,1
413,1,24549,0.6565645756120152,-0.11480914975503874,1,0,0,0,-0.11787112030665621,0
215,1,33841,-0.26111725407885644,-0.17167322717265812,1,0,1,1,-0.09817513044041568,1
297,1,29103,-0.0824840257144817,-0.3102982095767699,1,0,0,0,-0.4245658196524018,1
148,1,41268,0.42624962687515816,0.550089955294268,1,0,1,1,0.234780888726984,1
748,1,18028,0.14544561285133767,0.08277682115308321,1,0,1,1,-0.41518677685895394,0
3,1,183796,3.0679806412993496,-0.2464674910117254,1,0,1,1,0.07533716123837007,0
821,1,17014,-0.2091704992429255,2.171510486517852,1,0,0,1,0.3576463493211512,0
904,1,16197,-0.3594450400182971,-0.053227022393040134,1,0,1,1,-0.3092035932929929,0
648,1,19739,-0.6630420178986995,-0.19903419137350808,1,0,0,0,-0.34203024307006047,0
901,1,16214,-0.1517905379062977,-0.31366178268996525,1,0,1,1,-0.33921653023202614,0
707,1,18568,-0.5428488887247471,-0.314369623234356,1,0,1,1,-0.3804843185231968,0
900,1,16222,-0.317569594793414,0.617848390564278,1,0,1,1,-0.4095593511828852,0
702,1,18718,-0.0843392669586221,-0.30388506780240226,1,0,1,1,-0.4245658196524018,1
443,1,23785,-0.563919128568913,-0.2822400490502418,1,0,1,0,-0.03627344800365968,0
889,1,16315,-0.052005062417889575,-0.29998928375357475,1,0,1,1,-0.09348560904369173,0
49,1,68493,2.135854433350528,0.24802299455751625,1,0,1,0,0.04907584141671601,0
929,1,15884,-0.7416247363112175,-0.31334245612858597,1,0,0,0,-0.42362791537305705,0
784,1,17557,-0.6124204353800118,-0.3003671535178736,1,0,1,1,-0.4189383939763331,0
967,1,15601,-0.6071197461110392,-0.30665788677704586,1,0,1,1,-0.4264416282110914,0
336,1,27044,-0.5250915796736891,0.3514262572414909,1,0,0,1,0.6258869732137605,0
81,1,54304,-0.10421685171726913,-0.3120465225003216,1,0,1,0,0.12785980088167817,0
695,1,18795,-0.3818404521797061,0.38811687914397286,1,0,0,0,-0.3401544345113709,0
119,1,46482,0.6710089538699654,-0.16518823692198012,1,0,1,1,-0.0578452464285898,0
304,1,28501,-0.5371506477606016,-0.31810574400249386,1,0,1,1,-0.41049725546223,1
955,1,15666,-0.5971809537317156,-0.3159156960023675,1,0,0,0,-0.3729810842884385,0
97,1,50429,0.7412430866838515,-0.26724234488412724,1,0,0,1,-0.41987629825567785,0
467,1,23075,0.17062388687895727,0.061658691227198636,1,0,1,1,-0.25855676220837437,1
503,1,22244,-0.30020983743752894,0.48517352642053385,1,0,0,0,0.3942246162155979,0
337,1,26952,-0.49752799547503185,-0.31673263978856286,1,0,1,1,-0.4255037239317466,0
316,1,27886,-0.056113096601343296,-0.25026215498278276,1,0,1,1,0.21414699458139866,0
769,1,17750,-0.47327734206948247,-0.30517834037598845,1,0,1,1,3.270777040966062,0
263,1,30939,-0.04564423529512252,-0.13201552930402685,1,0,1,1,0.8350396275076483,0
133,1,43853,0.5109281379469945,-0.3181642872054134,1,0,0,0,-0.37579479712647285,1
70,1,56011,1.1513839188706023,-0.25762529327725386,1,0,0,0,-0.38142222280254157,1
378,1,25422,0.28379360277152105,0.1990569274246783,0,0,1,0,0.2741728684594651,0
363,1,25984,-0.6258046757841674,-0.3188721277498042,1,0,1,1,-0.26887370928116705,0
50,1,67972,0.8872770760440452,-0.14469279379078517,1,0,0,0,0.5452272051901088,0
232,1,32633,1.9153457597612702,-0.3136032394870457,1,0,0,1,-0.3983044998307478,1
172,1,38493,-0.14516467632008204,0.114717460455048,1,0,1,1,0.3266955081027732,1
510,1,22015,-0.6246120206986486,-0.31271710827921817,1,0,1,1,0.033131468667854616,1
772,1,17699,-0.2783444942030172,0.40603109923735176,1,0,0,0,-0.020329075254798285,0
113,1,48295,1.9439694818137219,0.21523880092257447,1,0,1,0,1.1614303167196343,0
278,0,29923,2.3761081744667085,0.6706304101055987,1,0,1,0,-0.2257301124313068,0
429,0,24115,-0.015165271998530395,0.2509767652502748,1,0,0,0,-0.40486982978616126,0
712,1,18508,-0.3182321809520356,-0.3147581372173675,1,1,1,1,-0.180710707022757,1
595,1,20486,-0.5250915796736891,-0.3163494479149077,1,0,1,1,-0.42269001109371224,0
693,1,18840,-0.3613002812624375,-0.2503206981857023,1,0,1,0,0.15599692926202183,1
514,1,21941,-0.5391384062364664,-0.28445936865182797,1,0,0,0,0.01531128736030365,1
181,1,37718,0.8733627667129922,-0.31253615656110323,1,0,1,1,0.2732349641801203,0
